,0
0,0.15011803916122762
1,0.35021524788223857
2,0.25595056242188585
3,0.3500902652409388
4,0.3257880849881961
5,0.3195389529232051
6,0.09026524093875853
7,0.11123455075683934
8,0.17719761144285517
9,0.3763366199139009
10,0.2563532842660742
11,0.33203721705318706
12,0.32787112900985976
13,0.1306762949590335
14,0.243160672128871
15,0.2862102485765866
16,0.17303152339952788
17,0.2445493681433134
18,0.044577142063602276
19,0.10429107068462713
20,0.0702680183307874
21,0.48791834467435086
22,0.07373975836689349
23,0.0633245382585752
24,0.19802805165949178
25,0.1806693514789613
26,0.19594500763782807
27,0.19455631162338566
28,0.1848354395222886
29,0.16955978336342176
30,0.1966185252048327
31,0.1249826412998195
32,0.30704068879322316
33,0.15970004166088042
34,0.1387307318427996
35,0.1528954311901125
36,0.1320649909734759
37,0.5282571865018748
38,0.20219413970281908
39,0.31606721288709905
40,0.14595195111790032
41,0.1319261213720317
42,0.13553673100958202
43,0.11817803082905153
44,0.170254131370643
45,0.28468268296069993
46,0.2096236633800861
47,0.3112067768365505
48,0.30690181919177895
49,0.25038189140397166
50,0.2153867518400222
51,0.19872239966671296
52,0.28482155256214414
53,0.3542563532842661
54,0.20011109568115543
55,0.1890015275656159
56,0.2563532842660742
57,0.13053742535758922
58,0.19594500763782807
59,0.3237050409665324
60,0.4375781141508124
61,0.18053048187751702
62,0.19455631162338566
63,0.5111790029162617
64,0.2605193723094015
65,0.24802110817941952
66,0.4037272601027635
67,0.28343285654770173
68,0.20844327176781002
69,0.2903763366199139
70,0.06957367032356618
71,0.22927371198444663
72,0.2501041522010832
73,0.26537980835995
74,0.20636022774614637
75,0.16678239133453687
76,0.1487293431467852
77,0.19872239966671296
78,0.3542563532842661
79,0.09040411054020277
80,0.23802249687543398
81,0.2358700180530482
82,0.20552701013748093
83,0.20844327176781002
84,0.15150673517567004
85,0.19108457158727954
86,0.1306762949590335
87,0.2709345924177198
88,0.10290237467018472
89,0.2639911123455076
90,0.28065546451881684
91,0.1320649909734759
92,0.3403693931398417
93,0.2153867518400222
94,0.20844327176781002
95,0.09734759061241495
96,0.06263019025135398
97,0.29870851270656856
98,0.15358977919733374
99,0.11401194278572423
100,0.31259547285099293
101,0.14386890709623662
102,0.1320649909734759
103,0.12039994445215944
104,0.30842938480766563
105,0.006110262463546734
106,0.3750867935009027
107,0.13553673100958202
108,0.17650326343563394
109,0.12651020691570614
110,0.20149979169559784
111,0.19039022358005836
112,0.11609498680738788
113,0.09179280655464521
114,0.27787807248993196
115,0.21260935981113732
116,0.38203027357311486
117,0.24996528259963896
118,0.2362171920566588
119,0.3074572975975559
120,0.20136092209415363
121,0.1390084710456881
122,0.29870851270656856
123,0.2008609915289543
124,0.1244271628940425
125,0.2903763366199139
126,0.1806693514789613
127,0.11262324677128178
128,0.17511456742119152
129,0.19455631162338566
130,0.07790584641022082
131,0.1528954311901125
132,0.13553673100958202
133,0.2244132759338981
134,0.3846299125121511
135,0.32912095542285796
136,0.11887237883627276
137,0.4028607137897514
138,0.47923899458408553
139,0.19316761560894324
140,0.18761283155117348
141,0.2181641438689071
142,0.22094153589779197
143,0.2501041522010832
144,0.1556728232189974
145,0.2963866129704208
146,0.186224135536731
147,0.17094847937786423
148,0.15622830162477436
149,0.12651020691570614
150,0.164004999305652
151,0.09720872101097071
152,0.2909318150256909
153,0.18761283155117348
154,0.17094847937786423
155,0.18761283155117348
156,0.3459241771976115
157,0.19580613803638386
158,0.14456325510345786
159,0.2903763366199139
160,0.1390084710456881
161,0.16539369532009446
162,0.30704068879322316
163,0.11123455075683934
164,0.5415497847521178
165,0.1319261213720317
166,0.1570615192334398
167,0.35981113734203585
168,0.31259547285099293
169,0.1383141230384669
170,0.21677544785446468
171,0.1006804610470768
172,0.13970281905290932
173,0.17233717539230664
174,0.26947646160255523
175,0.14034161921955285
176,0.20969309818080822
177,0.06957367032356618
178,0.10218025274267463
179,0.10012498264129983
180,0.08970976253298153
181,0.1778919594500764
182,0.23343980002777392
183,0.19302874600749897
184,0.21191501180391614
185,0.20948479377864188
186,0.16817108734897934
187,0.20844327176781002
188,0.37786418552978757
189,0.2709345924177198
190,0.09484793778641855
191,0.1570615192334398
192,0.10429107068462713
193,0.2153867518400222
194,0.16664352173309266
195,0.29870851270656856
196,0.2080960977641994
197,0.2501041522010832
198,0.43480072212192755
199,0.15428412720455492
200,0.2780558255797806
201,0.14456325510345786
202,0.07790584641022082
203,0.14511873350923482
204,0.2971809470906819
205,0.3887140674906263
206,0.21191501180391614
207,0.25265518677961396
208,0.12512151090126372
209,0.1890015275656159
210,0.10151367865574228
211,0.1806693514789613
212,0.17293986946257467
213,0.14890293014859046
214,0.19316761560894324
215,0.1348423830023608
216,0.18136369948618247
217,0.20136092209415363
218,0.15324260519372312
219,0.3264824329954173
220,0.3403693931398417
221,0.18761283155117348
222,0.07096236633800862
223,0.1348423830023608
224,0.17997500347174006
225,0.07578253020413832
226,0.2327454520205527
227,0.32089848632134427
228,0.15845021524788228
229,0.14734064713234274
230,0.29870851270656856
231,0.10220802666296348
232,0.23968893209276487
233,0.14178586307457297
234,0.1556728232189974
235,0.17303152339952788
236,0.1390084710456881
237,0.09595889459797251
238,0.1778919594500764
239,0.11470629079294543
240,0.1848354395222886
241,0.14456325510345786
242,0.17928065546451882
243,0.3055131231773365
244,0.21330370781835856
245,0.23968893209276487
246,0.22927371198444663
247,0.1390084710456881
248,0.28482155256214414
249,0.19108457158727954
250,0.2501041522010832
251,0.19872239966671296
252,0.13761977503124567
253,0.19455631162338566
254,0.1952506596306069
255,0.13623107901680326
256,0.10429107068462713
257,0.11054575753367589
258,0.10429107068462713
259,0.1424802110817942
260,0.5712553811970561
261,0.12859325093736984
262,0.39591723371753923
263,0.21191501180391614
264,0.16817108734897934
265,0.13275933898069714
266,0.10706846271351202
267,0.13414803499513955
268,0.2605193723094015
269,0.4847521177614221
270,0.170254131370643
271,0.07582280238855715
272,0.1390084710456881
273,0.10845715872795446
274,0.20149979169559784
275,0.12651020691570614
276,0.819469518122483
277,0.10429107068462713
278,0.11401194278572423
279,0.20288848771004026
280,0.09318150256908762
281,0.186224135536731
282,0.11817803082905153
283,0.12998194695181225
284,0.41674767393417583
285,0.17372587140674906
286,0.22024718789057074
287,0.14456325510345786
288,0.2153867518400222
289,0.13824468823774477
290,0.08623802249687544
291,0.007082349673656438
292,0.06124149423691155
293,0.23066240799888904
294,0.26537980835995
295,0.07512845438133593
296,0.1528954311901125
297,0.33759200111095683
298,0.24593806415775588
299,0.22635745035411747
300,0.1517178169698653
301,0.16678239133453687
302,0.1966393556450493
303,0.49590334675739484
304,0.10776281072073325
305,0.20103457853075962
306,0.17372587140674906
307,0.17580891542841276
308,0.3153728648798778
309,0.2389945840855437
310,0.30981808082210804
311,0.15942230245799194
312,0.22719066796278298
313,0.2869045965838078
314,0.18344674350784612
315,0.2639911123455076
316,0.07860019441744202
317,0.14734064713234274
318,0.17372587140674906
319,0.16955978336342176
320,0.15011803916122762
321,0.20691570615192334
322,0.1348423830023608
323,0.11595611720594363
324,0.17775308984863214
325,0.1716428273850854
326,0.2258019719483405
327,0.03624496597694765
328,0.1390084710456881
329,0.22510762394111927
330,0.11609498680738788
331,0.06249132064990974
332,0.1570615192334398
333,0.18344674350784612
334,0.20844327176781002
335,0.052214970143035694
336,0.08554367448965423
337,0.21677544785446468
338,0.2709345924177198
339,0.8009401472017776
340,0.20288848771004026
341,0.38897375364532705
342,0.11054020274961811
343,0.1556728232189974
344,0.24593806415775588
345,0.15011803916122762
346,0.22913484238300236
347,0.243160672128871
348,0.1820580474934037
349,0.19733370365227054
350,0.38897375364532705
351,0.15150673517567004
352,0.18552978752950983
353,0.14317455908901544
354,0.16469934731287322
355,0.14595195111790032
356,0.16678239133453687
357,0.44313289820858215
358,0.12512151090126372
359,0.1244271628940425
360,0.12581585890848496
361,0.20149979169559784
362,0.2299680599916678
363,0.34175808915428413
364,0.10415220108318289
365,0.11540063880016664
366,0.1589362588529371
367,0.1890015275656159
368,0.28343285654770173
369,0.06610193028746009
370,0.7244563255103459
371,0.2563532842660742
372,0.2730176364393834
373,0.2299680599916678
374,0.19177891959450077
375,0.1278989029301486
376,0.13623107901680326
377,0.09734759061241495
378,0.4028607137897514
379,0.10081933064852104
380,0.39175114567421193
381,0.1556728232189974
382,0.16261630329120957
383,0.15011803916122762
384,0.16261630329120957
385,0.5791556728232191
386,0.1487293431467852
387,0.17372587140674906
388,0.07700319400083323
389,0.33481460908207195
390,0.23066240799888904
391,0.39591723371753923
392,0.2501041522010832
393,0.20844327176781002
394,0.14581308151645606
395,0.16678239133453687
396,0.18414109151506736
397,0.2709345924177198
398,0.16447298986251913
399,0.1778919594500764
400,0.27787807248993196
401,0.4028607137897514
402,0.27371198444660466
403,0.33342591306762953
404,0.0556867101791418
405,0.08554367448965423
406,0.04388279405638107
407,0.1390084710456881
408,0.06679627829468131
409,0.37092070545757533
410,0.19455631162338566
411,0.1424802110817942
412,0.09873628662685739
413,0.11401194278572423
414,0.14456325510345786
415,0.23968893209276487
416,0.17928065546451882
417,0.11269268157200389
418,0.4142035828357173
419,0.11748368282183032
420,0.1528954311901125
421,0.17511456742119152
422,0.1570615192334398
423,0.19733370365227054
424,0.22024718789057074
425,0.10012498264129983
426,0.11123455075683934
427,0.1410915150673518
428,0.2753367587835023
429,0.13400916539369534
430,0.3841133175947785
431,0.10845715872795446
432,0.07651715039577837
433,0.1306762949590335
434,0.11887237883627276
435,0.2181641438689071
436,0.3261908068323844
437,0.2070545757533676
438,0.2922510762394112
439,0.15428412720455492
440,0.1528954311901125
441,0.4665713095403416
442,0.3403693931398417
443,0.22927371198444663
444,0.07651715039577837
445,0.15845021524788228
